radius,temp,λ
 6.835703087865181 , 1.8899506205798756e14, 1.5344316239914354e-17 
 7.835703087865181 , 2.200712489701412e14, 1.3177550514076765e-17 
 8.83570308786518 , 2.2842472514588603e14, 1.2695648416115558e-17 
 9.83570308786518 , 2.2829619176405962e14, 1.2702796212199205e-17 
 10.83570308786518 , 2.2451690066543862e14, 1.2916622273890209e-17 
 11.83570308786518 , 2.191247117960842e14, 1.3234472626249102e-17 
 12.83570308786518 , 2.130775888958159e14, 1.3610065774763164e-17 
 13.83570308786518 , 2.068533024718855e14, 1.4019597295983002e-17 
 14.83570308786518 , 2.0069643810421403e14, 1.444968344926052e-17 
 15.83570308786518 , 1.947314511917327e14, 1.4892304156582588e-17 
 16.83570308786518 , 1.890184086077756e14, 1.5342420991479575e-17 
 17.83570308786518 , 1.8358202220806172e14, 1.579675376226818e-17 
 18.83570308786518 , 1.784274068979469e14, 1.625310847934185e-17 
 19.83570308786518 , 1.7354889965032178e14, 1.6709987823853213e-17 
 20.83570308786518 , 1.689351037043052e14, 1.7166355224051017e-17 
 21.83570308786518 , 1.6457181268928278e14, 1.7621486648356358e-17 
 22.83570308786518 , 1.604437134967416e14, 1.8074874588706743e-17 
 23.83570308786518 , 1.5653537174269934e14, 1.852616419991511e-17 
 24.83570308786518 , 1.5283178975478447e14, 1.8975109855436433e-17 
 25.83570308786518 , 1.493187075867614e14, 1.9421545008450863e-17 
 26.83570308786518 , 1.459827491204778e14, 1.986536092430116e-17 
 27.83570308786518 , 1.4281147520703972e14, 2.0306491448223958e-17 
 28.83570308786518 , 1.3979338184303231e14, 2.0744901952914187e-17 
 29.83570308786518 , 1.3691786683658727e14, 2.118058122729283e-17 
 30.83570308786518 , 1.341751794730022e14, 2.161353546453439e-17 
 31.83570308786518 , 1.3155636212759461e14, 2.20437837676549e-17 
 32.835703087865184 , 1.290531892871512e14, 2.2471354764796423e-17 
 33.835703087865184 , 1.2665810724478866e14, 2.289628404437822e-17 
 34.835703087865184 , 1.2436417634650752e14, 2.3318612201635345e-17 
 35.835703087865184 , 1.2216501679430889e14, 2.3738383344904493e-17 
 36.835703087865184 , 1.2005475846451844e14, 2.4155643950231925e-17 
 37.835703087865184 , 1.1802799486328045e14, 2.457044198166087e-17 
 38.835703087865184 , 1.1607974113893425e14, 2.4982826215377493e-17 
 39.835703087865184 , 1.1420539595487855e14, 2.5392845721105522e-17 
 40.835703087865184 , 1.1240070696533834e14, 2.580054946535425e-17 
 41.835703087865184 , 1.1066173960990734e14, 2.6205986009462372e-17 
 42.835703087865184 , 1.0898484893766752e14, 2.6609203281628784e-17 
 43.835703087865184 , 1.0736665417952434e14, 2.7010248406837777e-17 
 44.835703087865184 , 1.0580401580259528e14, 2.7409167582170972e-17 
 45.835703087865184 , 1.0429401479948825e14, 2.780600598773986e-17 
 46.835703087865184 , 1.0283393398584433e14, 2.8200807725582113e-17 
 47.835703087865184 , 1.0142124110019211e14, 2.8593615780496566e-17 
 48.835703087865184 , 1.0005357352012823e14, 2.898447199806005e-17 
 49.835703087865184 , 9.872872442762214e13, 2.9373417076060626e-17 
 50.835703087865184 , 9.744463027360711e13, 2.976049056635874e-17 
 51.835703087865184 , 9.619935940787356e13, 3.014573088480094e-17 
 52.835703087865184 , 9.499110175463166e13, 3.052917532729427e-17 
 53.835703087865184 , 9.381815942701802e13, 3.091086009053435e-17 
 54.835703087865184 , 9.267893818537966e13, 3.1290820296185505e-17 
 55.835703087865184 , 9.157193965448408e13, 3.166909001755532e-17 
 56.835703087865184 , 9.049575422398916e13, 3.204570230800121e-17 
 57.835703087865184 , 8.944905456467245e13, 3.2420689230463294e-17 
 58.835703087865184 , 8.843058970017178e13, 3.279408188764308e-17 
 59.835703087865184 , 8.74391795804252e13, 3.316591045244912e-17 
 60.835703087865184 , 8.64737101087111e13, 3.353620419841178e-17 
 61.835703087865184 , 8.553312857925673e13, 3.3904991529835144e-17 
 62.835703087865184 , 8.461643948688364e13, 3.427230001150695e-17 
 63.835703087865184 , 8.372270067415216e13, 3.4638156397830124e-17 
 64.83570308786518 , 8.285101978501823e13, 3.5002586661273667e-17 
 65.83570308786518 , 8.200055099717008e13, 3.536561602006896e-17 
 66.83570308786518 , 8.117049200802169e13, 3.572726896509888e-17 
 67.83570308786518 , 8.036008125183981e13, 3.6087569285945756e-17 
 68.83570308786518 , 7.956859532771012e13, 3.64465400960781e-17 
 69.83570308786518 , 7.87953466200368e13, 3.680420385716739e-17 
 70.83570308786518 , 7.803968109504531e13, 3.71605824025352e-17 
 71.83570308786518 , 7.730097625834567e13, 3.751569695973802e-17 
 72.83570308786518 , 7.657863926003327e13, 3.7869568172302624e-17 
 73.83570308786518 , 7.587210513507723e13, 3.82222161206289e-17 
 74.83570308786518 , 7.518083516788712e13, 3.857366034208025e-17 
 75.83570308786518 , 7.450431537097175e13, 3.8923919850284174e-17 
 76.83570308786518 , 7.384205506852544e13, 3.9273013153666966e-17 
 77.83570308786518 , 7.319358557660347e13, 3.962095827324782e-17 
 78.83570308786518 , 7.255845897229453e13, 3.996777275971814e-17 
 79.83570308786518 , 7.193624694496923e13, 4.0313473709832e-17 
 80.83570308786518 , 7.132653972328964e13, 4.0658077782134265e-17 
 81.83570308786518 , 7.072894507221311e13, 4.1001601212051823e-17 
 82.83570308786518 , 7.01430873547174e13, 4.1344059826373804e-17 
 83.83570308786518 , 6.956860665342299e13, 4.168546905714563e-17 
 84.83570308786518 , 6.90051579476938e13, 4.202584395500134e-17 
 85.83570308786518 , 6.845241034216555e13, 4.23651992019578e-17 
 86.83570308786518 , 6.79100463429851e13, 4.270354912369399e-17 
 87.83570308786518 , 6.737776117834769e13, 4.3040907701337144e-17 
 88.83570308786518 , 6.685526216019435e13, 4.337728858277757e-17 
 89.83570308786518 , 6.634226808418398e13, 4.3712705093532383e-17 
 90.83570308786518 , 6.5838508665282484e13, 4.404717024717797e-17 
 91.83570308786518 , 6.534372400652066e13, 4.438069675537024e-17 
 92.83570308786518 , 6.48576640986627e13, 4.4713297037470626e-17 
 93.83570308786518 , 6.438008834870134e13, 4.504498322979542e-17 
 94.83570308786518 , 6.391076513525486e13, 4.537576719450482e-17 
 95.83570308786518 , 6.344947138908625e13, 4.5705660528147756e-17 
 96.83570308786518 , 6.299599219709917e13, 4.603467456987746e-17 
 97.83570308786518 , 6.255012042828611e13, 4.6362820409352497e-17 
 98.83570308786518 , 6.211165638021784e13, 4.6690108894336794e-17 
 99.83570308786518 , 6.168040744476482e13, 4.7016550638012035e-17 
 100.83570308786518 , 6.1256187791836664e13, 4.7342156026014886e-17 
 101.83570308786518 , 6.083881807001236e13, 4.766693522321103e-17 
 102.83570308786518 , 6.042812512301389e13, 4.799089818021745e-17 
 103.83570308786518 , 6.0023941721049836e13, 4.831405463968383e-17 
 104.83570308786518 , 5.962610630612316e13, 4.863641414234341e-17 
 105.83570308786518 , 5.9234462750460164e13, 4.8957986032843205e-17 
 106.83570308786518 , 5.884886012727534e13, 4.927877946536307e-17 
 107.83570308786518 , 5.846915249314032e13, 4.959880340903234e-17 
 108.83570308786518 , 5.809519868127405e13, 4.991806665315293e-17 
 109.83570308786518 , 5.7726862105117516e13, 5.0236577812236795e-17 
 110.83570308786518 , 5.7364010571598164e13, 5.055434533086562e-17 
 111.83570308786518 , 5.700651610352808e13, 5.0871377488380165e-17 
 112.83570308786518 , 5.665425477061695e13, 5.1187682403406174e-17 
 113.83570308786518 , 5.6307106528613445e13, 5.1503268038223805e-17 
 114.83570308786518 , 5.596495506612042e13, 5.181814220298689e-17 
 115.83570308786518 , 5.562768765865844e13, 5.2132312559798004e-17 
 116.83570308786518 , 5.529519502957801e13, 5.244578662664555e-17 
 117.83570308786518 , 5.49673712174473e13, 5.2758571781208e-17 
 118.83570308786518 , 5.4644113449564055e13, 5.307067526453091e-17 
 119.83570308786518 , 5.432532202126274e13, 5.338210418458173e-17 
 120.83570308786518 , 5.401090018070798e13, 5.369286551968715e-17 
 121.83570308786518 , 5.370075401888386e13, 5.4002966121857716e-17 
 122.83570308786518 , 5.33947923645065e13, 5.4312412720004085e-17 
 123.83570308786518 , 5.309292668360317e13, 5.4621211923049146e-17 
 124.83570308786518 , 5.2795070983516875e13, 5.492937022294008e-17 
 125.83570308786518 , 5.2501141721109195e13, 5.523689399756412e-17 
 126.83570308786518 , 5.221105771494757e13, 5.554378951357186e-17 
 127.83570308786518 , 5.192474006127574e13, 5.585006292911135e-17 
 128.83570308786517 , 5.164211205357729e13, 5.615572029647681e-17 
 129.83570308786517 , 5.1363099105553516e13, 5.646076756467453e-17 
 130.83570308786517 , 5.108762867734671e13, 5.67652105819098e-17 
 131.83570308786517 , 5.081563020484947e13, 5.70690550979971e-17 
 132.83570308786517 , 5.054703503194978e13, 5.737230676669694e-17 
 133.83570308786517 , 5.0281776345569695e13, 5.767497114798167e-17 
 134.83570308786517 , 5.0019789113363375e13, 5.797705371023307e-17 
 135.83570308786517 , 4.976101002394764e13, 5.82785598323741e-17 
 136.83570308786517 , 4.950537742954515e13, 5.857949480593718e-17 
 137.83570308786517 , 4.925283129092646e13, 5.88798638370714e-17 
 138.83570308786517 , 4.900331312454383e13, 5.917967204849062e-17 
 139.83570308786517 , 4.875676595175483e13, 5.947892448136472e-17 
 140.83570308786517 , 4.851313425003952e13, 5.97776260971561e-17 
 141.83570308786517 , 4.827236390612013e13, 6.007578177940294e-17 
 142.83570308786517 , 4.803440217089627e13, 6.037339633545164e-17 
 143.83570308786517 , 4.779919761611424e13, 6.067047449813972e-17 
 144.83570308786517 , 4.756670009269217e13, 6.096702092743104e-17 
 145.83570308786517 , 4.733686069062742e13, 6.126304021200527e-17 
 146.83570308786517 , 4.710963170041618e13, 6.155853687080258e-17 
 147.83570308786517 , 4.68849665759186e13, 6.185351535452558e-17 
 148.83570308786517 , 4.666281989860643e13, 6.214798004709971e-17 
 149.83570308786517 , 4.644314734313304e13, 6.244193526709352e-17 
